$ kubectl -n fraud-platform get events --sort-by=.metadata.creationTimestamp
LAST SEEN   TYPE      REASON                         OBJECT                                    MESSAGE
2m30s       Normal    ScalingReplicaSet              deployment/transaction-api                Scaled down replica set transaction-api-5f9845bdfb from 2 to 1
2m30s       Normal    Killing                        pod/transaction-api-5f9845bdfb-g9465      Stopping container transaction-api
2m30s       Normal    SuccessfulCreate               replicaset/transaction-api-856c5b997b     Created pod: transaction-api-856c5b997b-44gcm
2m30s       Normal    ScalingReplicaSet              deployment/transaction-api                Scaled up replica set transaction-api-856c5b997b from 1 to 2
2m30s       Normal    SuccessfulDelete               replicaset/transaction-api-5f9845bdfb     Deleted pod: transaction-api-5f9845bdfb-g9465
2m30s       Normal    Pulling                        pod/transaction-api-856c5b997b-44gcm      Pulling image "crpi-tpeh1o86awlrouhr.cn-hangzhou.personal.cr.aliyuncs.com/fraud-detection-reg/transaction-api:latest"
2m23s       Normal    Created                        pod/transaction-api-856c5b997b-44gcm      Container created
2m23s       Normal    Started                        pod/transaction-api-856c5b997b-44gcm      Container started
2m23s       Normal    Pulled                         pod/transaction-api-856c5b997b-44gcm      Successfully pulled image "crpi-tpeh1o86awlrouhr.cn-hangzhou.personal.cr.aliyuncs.com/fraud-detection-reg/transaction-api:latest" in 6.567s (6.567s including waiting). Image size: 138270852 bytes.
2m10s       Normal    SuccessfulDelete               replicaset/transaction-api-5f9845bdfb     Deleted pod: transaction-api-5f9845bdfb-bmfzw
2m10s       Normal    ScalingReplicaSet              deployment/transaction-api                Scaled down replica set transaction-api-5f9845bdfb from 1 to 0
2m10s       Normal    Killing                        pod/transaction-api-5f9845bdfb-bmfzw      Stopping container transaction-api
114s        Normal    SuccessfulCreate               replicaset/fraud-processor-65b4bcf8cb     Created pod: fraud-processor-65b4bcf8cb-v6pf4
114s        Normal    Pulling                        pod/fraud-processor-65b4bcf8cb-v6pf4      Pulling image "crpi-tpeh1o86awlrouhr.cn-hangzhou.personal.cr.aliyuncs.com/fraud-detection-reg/fraud-processor:latest"
114s        Normal    ScalingReplicaSet              deployment/fraud-processor                Scaled up replica set fraud-processor-65b4bcf8cb from 0 to 1
114s        Normal    AllocIPSucceed                 pod/fraud-processor-65b4bcf8cb-v6pf4      Alloc IP 10.94.68.96/16 took 44.346511ms
114s        Normal    Scheduled                      pod/fraud-processor-65b4bcf8cb-v6pf4      Successfully assigned fraud-platform/fraud-processor-65b4bcf8cb-v6pf4 to cn-hangzhou.10.94.68.56
107s        Normal    Created                        pod/fraud-processor-65b4bcf8cb-v6pf4      Container created
107s        Normal    Started                        pod/fraud-processor-65b4bcf8cb-v6pf4      Container started
107s        Normal    Pulled                         pod/fraud-processor-65b4bcf8cb-v6pf4      Successfully pulled image "crpi-tpeh1o86awlrouhr.cn-hangzhou.personal.cr.aliyuncs.com/fraud-detection-reg/fraud-processor:latest" in 6.233s (6.233s including waiting). Image size: 136957629 bytes.
93s         Normal    AllocIPSucceed                 pod/fraud-processor-65b4bcf8cb-zkz5r      Alloc IP 10.94.68.79/16 took 48.035514ms
93s         Normal    Killing                        pod/fraud-processor-d8584fcdc-42qf7       Stopping container fraud-processor
93s         Normal    SuccessfulDelete               replicaset/fraud-processor-d8584fcdc      Deleted pod: fraud-processor-d8584fcdc-42qf7
93s         Normal    SuccessfulCreate               replicaset/fraud-processor-65b4bcf8cb     Created pod: fraud-processor-65b4bcf8cb-zkz5r
11s         Normal    ScalingReplicaSet              deployment/fraud-processor                Scaled up replica set fraud-processor-65b4bcf8cb from 1 to 2
93s         Normal    Scheduled                      pod/fraud-processor-65b4bcf8cb-zkz5r      Successfully assigned fraud-platform/fraud-processor-65b4bcf8cb-zkz5r to cn-hangzhou.10.94.68.55
93s         Normal    ScalingReplicaSet              deployment/fraud-processor                Scaled down replica set fraud-processor-d8584fcdc from 2 to 1
93s         Normal    Pulling                        pod/fraud-processor-65b4bcf8cb-zkz5r      Pulling image "crpi-tpeh1o86awlrouhr.cn-hangzhou.personal.cr.aliyuncs.com/fraud-detection-reg/fraud-processor:latest"
87s         Normal    Started                        pod/fraud-processor-65b4bcf8cb-zkz5r      Container started
87s         Normal    Pulled                         pod/fraud-processor-65b4bcf8cb-zkz5r      Successfully pulled image "crpi-tpeh1o86awlrouhr.cn-hangzhou.personal.cr.aliyuncs.com/fraud-detection-reg/fraud-processor:latest" in 6.184s (6.184s including waiting). Image size: 136957629 bytes.
87s         Normal    Created                        pod/fraud-processor-65b4bcf8cb-zkz5r      Container created
73s         Normal    ScalingReplicaSet              deployment/fraud-processor                Scaled down replica set fraud-processor-d8584fcdc from 1 to 0
73s         Normal    Killing                        pod/fraud-processor-d8584fcdc-xxmzm       Stopping container fraud-processor
73s         Normal    SuccessfulDelete               replicaset/fraud-processor-d8584fcdc      Deleted pod: fraud-processor-d8584fcdc-xxmzm
41s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/fraud-processor   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
41s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/fraud-processor   failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
58s         Normal    SuccessfulCreate               replicaset/alert-handler-66d97775c9       Created pod: alert-handler-66d97775c9-dpjrr
58s         Normal    Pulling                        pod/alert-handler-66d97775c9-dpjrr        Pulling image "crpi-tpeh1o86awlrouhr.cn-hangzhou.personal.cr.aliyuncs.com/fraud-detection-reg/alert-handler:latest"
58s         Normal    Scheduled                      pod/alert-handler-66d97775c9-dpjrr        Successfully assigned fraud-platform/alert-handler-66d97775c9-dpjrr to cn-hangzhou.10.94.68.56
58s         Normal    AllocIPSucceed                 pod/alert-handler-66d97775c9-dpjrr        Alloc IP 10.94.68.100/16 took 43.954433ms
58s         Normal    ScalingReplicaSet              deployment/alert-handler                  Scaled up replica set alert-handler-66d97775c9 from 0 to 1
52s         Normal    Pulled                         pod/alert-handler-66d97775c9-dpjrr        Successfully pulled image "crpi-tpeh1o86awlrouhr.cn-hangzhou.personal.cr.aliyuncs.com/fraud-detection-reg/alert-handler:latest" in 6.34s (6.34s including waiting). Image size: 136954659 bytes.
52s         Normal    Started                        pod/alert-handler-66d97775c9-dpjrr        Container started
52s         Normal    Created                        pod/alert-handler-66d97775c9-dpjrr        Container created
38s         Normal    SuccessfulCreate               replicaset/alert-handler-66d97775c9       Created pod: alert-handler-66d97775c9-dfh66
37s         Normal    Scheduled                      pod/alert-handler-66d97775c9-dfh66        Successfully assigned fraud-platform/alert-handler-66d97775c9-dfh66 to cn-hangzhou.10.94.68.55
38s         Normal    ScalingReplicaSet              deployment/alert-handler                  Scaled up replica set alert-handler-66d97775c9 from 1 to 2
38s         Normal    SuccessfulDelete               replicaset/alert-handler-55d7dd6975       Deleted pod: alert-handler-55d7dd6975-8g74n
38s         Normal    ScalingReplicaSet              deployment/alert-handler                  Scaled down replica set alert-handler-55d7dd6975 from 2 to 1
38s         Normal    Killing                        pod/alert-handler-55d7dd6975-8g74n        Stopping container alert-handler
37s         Normal    Pulling                        pod/alert-handler-66d97775c9-dfh66        Pulling image "crpi-tpeh1o86awlrouhr.cn-hangzhou.personal.cr.aliyuncs.com/fraud-detection-reg/alert-handler:latest"
37s         Normal    AllocIPSucceed                 pod/alert-handler-66d97775c9-dfh66        Alloc IP 10.94.68.66/16 took 43.91916ms
31s         Normal    Pulled                         pod/alert-handler-66d97775c9-dfh66        Successfully pulled image "crpi-tpeh1o86awlrouhr.cn-hangzhou.personal.cr.aliyuncs.com/fraud-detection-reg/alert-handler:latest" in 6.271s (6.271s including waiting). Image size: 136954659 bytes.
31s         Normal    Started                        pod/alert-handler-66d97775c9-dfh66        Container started
31s         Normal    Created                        pod/alert-handler-66d97775c9-dfh66        Container created
17s         Normal    ScalingReplicaSet              deployment/alert-handler                  Scaled down replica set alert-handler-55d7dd6975 from 1 to 0
17s         Normal    Killing                        pod/alert-handler-55d7dd6975-gxgx7        Stopping container alert-handler
17s         Normal    SuccessfulDelete               replicaset/alert-handler-55d7dd6975       Deleted pod: alert-handler-55d7dd6975-gxgx7
13s         Normal    ScalingReplicaSet              deployment/fraud-processor                Scaled down replica set fraud-processor-65b4bcf8cb from 2 to 1
13s         Normal    Killing                        pod/fraud-processor-65b4bcf8cb-zkz5r      Stopping container fraud-processor
13s         Normal    SuccessfulDelete               replicaset/fraud-processor-65b4bcf8cb     Deleted pod: fraud-processor-65b4bcf8cb-zkz5r
11s         Normal    Created                        pod/fraud-processor-65b4bcf8cb-98gtr      Container created
